f1,precision,recall,abs_spd,di,metodo,base_treino,serie_treino,vies_treino
0.9875854104513522,0.9773333333333334,0.9980548531414122,0.86568382421202,0.12696364027436707,lr_reponderado,gs_v0,GS,0.0
0.966688937672998,0.9490254872563718,0.9850223691888738,0.8444063460372231,0.1392683833858056,prejudice_remover_eta10,gs_v0,GS,0.0
0.9978346456692914,0.9974419519874065,0.9982276486805829,0.09155476745845526,1.1356771810959794,lr_sem_mitigacao,gs_v0,GS,0.0
0.9900565412361084,0.9803088803088803,1.0,0.09302653187654752,1.139103930530259,lr_balanceado,gs_v0,GS,0.0
0.9896706295069188,0.9795524691358025,1.0,0.09276899904111102,1.138718837923589,lr_reponderado,gs_v0,GS,0.0
0.975378970744424,0.9568100018942982,0.9946829460417487,0.09904506501839505,1.150265993379351,prejudice_remover_eta10,gs_v0,GS,0.0
0.9959474152416724,0.9974262522272818,0.9944729569680221,0.04486964296358442,1.0634594029732847,lr_sem_mitigacao,gs_v0,GS,0.0
0.9938107869142352,0.9892431058087229,0.9984208448480063,0.045319854469256016,1.0644154799822807,lr_balanceado,gs_v0,GS,0.0
0.9936155583930851,0.9888563049853373,0.9984208448480063,0.0457650592981067,1.0650946035743014,lr_reponderado,gs_v0,GS,0.0
0.9844824199567865,0.9796716184519155,0.9893407027240426,0.030133185113447536,1.0420223258879573,prejudice_remover_eta10,gs_v0,GS,0.0
0.9957641671436749,0.9965627864344638,0.9949668268130862,0.21713697824808942,0.7813008852177517,lr_sem_mitigacao,gs_v0,GS,0.0
0.9912609238451935,0.9835585585585586,0.9990848776023793,0.21002351557907106,0.786157875046764,lr_balanceado,gs_v0,GS,0.0
0.9911484339536994,0.9833370862418375,0.9990848776023793,0.21007495590828917,0.7861054994388328,lr_reponderado,gs_v0,GS,0.0
0.9793709841055124,0.9653333333333334,0.9938229238160604,0.1947383891828336,0.7980490778844689,prejudice_remover_eta10,gs_v0,GS,0.0
0.9897370109044259,0.9859424920127795,0.9935608499678042,0.8435,0.0,lr_sem_mitigacao,gs_v0,GS,0.0
0.9788443321755604,0.9603469640644362,0.9980682549903412,0.8386,0.0,lr_balanceado,gs_v0,GS,0.0
0.9783741120757695,0.9597398575410344,0.9977462974887314,0.83855,0.0,lr_reponderado,gs_v0,GS,0.0
0.9581322957198444,0.9273877673998192,0.9909851899549259,0.83405,0.0,prejudice_remover_eta10,gs_v0,GS,0.0
0.9980704293294742,1.0,0.9961482908040443,0.2000283610144693,1.277728577256521,lr_sem_mitigacao,gs_v0.25,GS,0.25
0.9985563041385948,0.9980759980759981,0.999037072701011,0.2003060122371214,1.2785399365178565,lr_balanceado,gs_v0.25,GS,0.25
0.9986767713220257,0.9980764606876653,0.9992778045257583,0.2003846656900079,1.2786797899346707,lr_reponderado,gs_v0.25,GS,0.25
0.910055404927502,0.8916608916608917,0.9292248435243139,0.21375575268072688,1.302908007086799,prejudice_remover_eta10,gs_v0.25,GS,0.25
0.9969521187690492,0.9964622641509434,0.9974424552429667,0.3513552543752822,0.5830933921964935,lr_sem_mitigacao,gs_v0.25,GS,0.25
0.9953926085677874,0.9919890582258695,0.9988195947275231,0.35003159330194256,0.5837423256771754,lr_balanceado,gs_v0.25,GS,0.25
0.9954901960784314,0.9921829196794997,0.9988195947275231,0.35010070657860304,0.5836943521132637,lr_reponderado,gs_v0.25,GS,0.25
0.9467444486262703,0.9073038773669972,0.989769820971867,0.31902074971498423,0.6066208260076609,prejudice_remover_eta10,gs_v0.25,GS,0.25
0.9992588932806324,1.0,0.998518884226117,0.6799782116628884,0.3087474888992982,lr_sem_mitigacao,gs_v0.25,GS,0.25
0.9965559655596556,0.9931355724442266,1.0,0.6794000566678973,0.308028161250353,lr_balanceado,gs_v0.25,GS,0.25
0.9960658962380132,0.9921626255204506,1.0,0.6791247831148037,0.308114546488031,lr_reponderado,gs_v0.25,GS,0.25
0.9381885654644555,0.8847331583552056,0.998518884226117,0.6437109210428348,0.32056632573012045,prejudice_remover_eta10,gs_v0.25,GS,0.25
0.9965235365968242,0.9988698436617065,0.994188226471691,0.7049305510895931,0.2661722115467618,lr_sem_mitigacao,gs_v0.25,GS,0.25
0.996161408107855,0.9949504394987844,0.9973753280839895,0.7064943226696019,0.2634720788989249,lr_balanceado,gs_v0.25,GS,0.25
0.996441947565543,0.9953236064347175,0.9975628046494188,0.7067974419823853,0.26326913865485,lr_reponderado,gs_v0.25,GS,0.25
0.9597894163565399,0.9303184937532993,0.9911886014248219,0.674418529391878,0.27648056377779107,prejudice_remover_eta10,gs_v0.25,GS,0.25
0.9952357802625182,0.994945567651633,0.995526162225248,0.8700509144220556,0.12834519137949194,lr_sem_mitigacao,gs_v0.25,GS,0.25
0.9948638433956779,0.9913093858632677,0.9984438825131298,0.8719850114114375,0.12541537398895433,lr_balanceado,gs_v0.25,GS,0.25
